County_Index,State_Code,SVI,Metro
1,AL ,Low-Mod,Metro
2,AL ,Low,Metro
3,AL ,High,Non-metro
4,AL ,Mod-High,Metro
5,AL ,Low-Mod,Metro
6,AL ,High,Non-metro
7,AL ,High,Non-metro
8,AL ,High,Metro
9,AL ,Mod-High,Non-metro
10,AL ,Low-Mod,Non-metro
11,AL ,High,Metro
12,AL ,High,Non-metro
13,AL ,High,Non-metro
14,AL ,Mod-High,Non-metro
15,AL ,Mod-High,Non-metro
16,AL ,Mod-High,Non-metro
17,AL ,Low-Mod,Metro
18,AL ,High,Non-metro
19,AL ,Mod-High,Non-metro
20,AL ,High,Non-metro
21,AL ,Mod-High,Non-metro
22,AL ,Mod-High,Non-metro
23,AL ,High,Non-metro
24,AL ,High,Non-metro
25,AL ,High,Non-metro
26,AL ,Mod-High,Metro
27,AL ,High,Non-metro
28,AL ,Mod-High,Metro
29,AL ,Mod-High,Non-metro
30,AL ,High,Non-metro
31,AL ,High,Metro
32,AL ,High,Non-metro
33,AL ,High,Metro
34,AL ,Mod-High,Metro
35,AL ,Mod-High,Metro
36,AL ,Mod-High,Non-metro
37,AL ,Mod-High,Metro
38,AL ,Mod-High,Non-metro
39,AL ,Low-Mod,Metro
40,AL ,Low-Mod,Metro
41,AL ,Mod-High,Metro
42,AL ,Mod-High,Metro
43,AL ,High,Metro
44,AL ,High,Non-metro
45,AL ,Low-Mod,Metro
46,AL ,High,Non-metro
47,AL ,Mod-High,Non-metro
48,AL ,Mod-High,Non-metro
49,AL ,High,Metro
50,AL ,Mod-High,Non-metro
51,AL ,High,Metro
52,AL ,Mod-High,Metro
53,AL ,High,Non-metro
54,AL ,High,Metro
55,AL ,High,Non-metro
56,AL ,Mod-High,Non-metro
57,AL ,High,Metro
58,AL ,Low,Metro
59,AL ,Low-Mod,Metro
60,AL ,High,Non-metro
61,AL ,High,Non-metro
62,AL ,High,Non-metro
63,AL ,Mod-High,Metro
64,AL ,Mod-High,Metro
65,AL ,Mod-High,Non-metro
66,AL ,High,Non-metro
67,AL ,Mod-High,Non-metro
68,AK ,Mod-High,Non-metro
69,AK ,Low-Mod,Non-metro
70,AK ,Low-Mod,Metro
71,AK ,High,Non-metro
72,AK ,Low-Mod,Non-metro
73,AK ,,
74,AK ,,
75,AK ,Low,Non-metro
76,AK ,High,Non-metro
77,AK ,Low-Mod,Metro
78,AK ,Low,Non-metro
79,AK ,Low-Mod,Non-metro
80,AK ,Low-Mod,Non-metro
81,AK ,Low-Mod,Non-metro
82,AK ,Mod-High,Non-metro
83,AK ,Mod-High,Non-metro
84,AK ,High,Non-metro
85,AK ,High,Non-metro
86,AK ,Low-Mod,Metro
87,AK ,High,Non-metro
88,AK ,Mod-High,Non-metro
89,AK ,High,Non-metro
90,AK ,Mod-High,Non-metro
91,AK ,High,Non-metro
92,AK ,Low-Mod,Non-metro
93,AK ,Low,Non-metro
94,AK ,Mod-High,Non-metro
95,AK ,Low-Mod,
96,AK ,Mod-High,Non-metro
97,AK ,Mod-High,Non-metro
98,AK ,High,Non-metro
99,AZ ,High,Non-metro
100,AZ ,High,Metro
101,AZ ,Mod-High,Metro
102,AZ ,High,Non-metro
103,AZ ,High,Non-metro
104,AZ ,Mod-High,Non-metro
105,AZ ,High,Non-metro
106,AZ ,Mod-High,Metro
107,AZ ,High,Metro
108,AZ ,High,Non-metro
109,AZ ,High,Metro
110,AZ ,High,Metro
111,AZ ,High,Non-metro
112,AZ ,Mod-High,Metro
113,AZ ,High,Metro
114,AR ,High,Non-metro
115,AR ,High,Non-metro
116,AR ,Low-Mod,Non-metro
117,AR ,Low-Mod,Metro
118,AR ,Low-Mod,Non-metro
119,AR ,High,Non-metro
120,AR ,Mod-High,Non-metro
121,AR ,Mod-High,Non-metro
122,AR ,High,Non-metro
123,AR ,High,Non-metro
124,AR ,Mod-High,Non-metro
125,AR ,Low,Non-metro
126,AR ,Mod-High,Metro
127,AR ,High,Non-metro
128,AR ,High,Non-metro
129,AR ,High,Metro
130,AR ,Mod-High,Metro
131,AR ,High,Metro
132,AR ,Mod-High,Non-metro
133,AR ,High,Non-metro
134,AR ,High,Non-metro
135,AR ,High,Non-metro
136,AR ,Low-Mod,Metro
137,AR ,Mod-High,Non-metro
138,AR ,Mod-High,Non-metro
139,AR ,High,Metro
140,AR ,Low-Mod,Metro
141,AR ,Mod-High,Non-metro
142,AR ,High,Non-metro
143,AR ,High,Non-metro
144,AR ,High,Non-metro
145,AR ,High,Non-metro
146,AR ,Mod-High,Non-metro
147,AR ,High,Non-metro
148,AR ,High,Metro
149,AR ,High,Non-metro
150,AR ,High,Non-metro
151,AR ,Mod-High,Non-metro
152,AR ,High,Non-metro
153,AR ,High,Metro
154,AR ,Mod-High,Metro
155,AR ,High,Non-metro
156,AR ,Low-Mod,Metro
157,AR ,Mod-High,Metro
158,AR ,Mod-High,Non-metro
159,AR ,High,Metro
160,AR ,High,Non-metro
161,AR ,High,Non-metro
162,AR ,Mod-High,Non-metro
163,AR ,High,Non-metro
164,AR ,Low-Mod,Non-metro
165,AR ,High,Non-metro
166,AR ,Mod-High,Metro
167,AR ,High,Non-metro
168,AR ,Mod-High,Non-metro
169,AR ,High,Metro
170,AR ,High,Non-metro
171,AR ,High,Non-metro
172,AR ,Mod-High,Non-metro
173,AR ,Mod-High,Metro
174,AR ,Mod-High,Non-metro
175,AR ,Low-Mod,Metro
176,AR ,High,Non-metro
177,AR ,Low-Mod,Non-metro
178,AR ,High,Metro
179,AR ,High,Non-metro
180,AR ,Mod-High,Non-metro
181,AR ,High,Non-metro
182,AR ,Mod-High,Non-metro
183,AR ,High,Non-metro
184,AR ,Mod-High,Non-metro
185,AR ,Mod-High,Metro
186,AR ,Mod-High,Non-metro
187,AR ,High,Non-metro
188,AR ,High,Non-metro
189,CA ,Low-Mod,Metro
190,CA ,Mod-High,Non-metro
191,CA ,Mod-High,Non-metro
192,CA ,High,Metro
193,CA ,Low,Non-metro
194,CA ,Mod-High,Non-metro
195,CA ,Low-Mod,Metro
196,CA ,High,Non-metro
197,CA ,Low,Metro
198,CA ,High,Metro
199,CA ,High,Non-metro
200,CA ,High,Non-metro
201,CA ,High,Metro
202,CA ,Mod-High,Non-metro
203,CA ,High,Metro
204,CA ,High,Metro
205,CA ,High,Non-metro
206,CA ,Mod-High,Non-metro
207,CA ,High,Metro
208,CA ,High,Metro
209,CA ,Low-Mod,Metro
210,CA ,Mod-High,Non-metro
211,CA ,High,Non-metro
212,CA ,High,Metro
213,CA ,High,Non-metro
214,CA ,Low,Non-metro
215,CA ,High,Metro
216,CA ,Mod-High,Metro
217,CA ,Low,Non-metro
218,CA ,Low-Mod,Metro
219,CA ,Low,Metro
220,CA ,Low-Mod,Non-metro
221,CA ,High,Metro
222,CA ,Mod-High,Metro
223,CA ,Mod-High,Metro
224,CA ,High,Metro
225,CA ,Mod-High,Metro
226,CA ,Low-Mod,Metro
227,CA ,High,Metro
228,CA ,Low-Mod,Metro
229,CA ,Low-Mod,Metro
230,CA ,Mod-High,Metro
231,CA ,Low-Mod,Metro
232,CA ,Mod-High,Metro
233,CA ,Mod-High,Metro
234,CA ,Low,Non-metro
235,CA ,Mod-High,Non-metro
236,CA ,Mod-High,Metro
237,CA ,Low-Mod,Metro
238,CA ,High,Metro
239,CA ,High,Metro
240,CA ,High,Non-metro
241,CA ,Mod-High,Non-metro
242,CA ,High,Metro
243,CA ,Low-Mod,Non-metro
244,CA ,Low-Mod,Metro
245,CA ,Mod-High,Metro
246,CA ,High,Metro
247,CO ,Mod-High,Metro
248,CO ,High,Non-metro
249,CO ,Low-Mod,Metro
250,CO ,Low-Mod,Non-metro
251,CO ,Mod-High,Non-metro
252,CO ,High,Non-metro
253,CO ,Low,Metro
254,CO ,Low,Metro
255,CO ,Low,Non-metro
256,CO ,Low-Mod,Non-metro
257,CO ,Low,Metro
258,CO ,High,Non-metro
259,CO ,High,Non-metro
260,CO ,High,Non-metro
261,CO ,Low,Non-metro
262,CO ,Mod-High,Non-metro
263,CO ,Low-Mod,Metro
264,CO ,Low,Non-metro
265,CO ,Low,Metro
266,CO ,Low,Non-metro
267,CO ,Low-Mod,Metro
268,CO ,Low,Metro
269,CO ,Mod-High,Non-metro
270,CO ,Low-Mod,Non-metro
271,CO ,Low,Metro
272,CO ,Low,Non-metro
273,CO ,Low,Non-metro
274,CO ,Low,Non-metro
275,CO ,Mod-High,Non-metro
276,CO ,Low,Non-metro
277,CO ,Low,Metro
278,CO ,Low-Mod,Non-metro
279,CO ,Mod-High,Non-metro
280,CO ,Low,Non-metro
281,CO ,Low-Mod,Non-metro
282,CO ,Low,Metro
283,CO ,High,Non-metro
284,CO ,Low-Mod,Non-metro
285,CO ,Mod-High,Non-metro
286,CO ,Mod-High,Metro
287,CO ,Low,Non-metro
288,CO ,Mod-High,Non-metro
289,CO ,Low-Mod,Non-metro
290,CO ,Mod-High,Non-metro
291,CO ,Mod-High,Non-metro
292,CO ,High,Non-metro
293,CO ,Low,Non-metro
294,CO ,Low,Metro
295,CO ,Low-Mod,Non-metro
296,CO ,Low,Non-metro
297,CO ,High,Non-metro
298,CO ,High,Metro
299,CO ,Low-Mod,Non-metro
300,CO ,High,Non-metro
301,CO ,Low,Non-metro
302,CO ,High,Non-metro
303,CO ,Low,Non-metro
304,CO ,Low,Non-metro
305,CO ,Mod-High,Non-metro
306,CO ,Low,Non-metro
307,CO ,Low,Metro
308,CO ,Low-Mod,Non-metro
309,CO ,Low-Mod,Metro
310,CO ,Mod-High,Non-metro
311,CT ,Low-Mod,Metro
312,CT ,Mod-High,Metro
313,CT ,Low,Non-metro
314,CT ,Low,Metro
315,CT ,Mod-High,Metro
316,CT ,Low-Mod,Metro
317,CT ,Low,Metro
318,CT ,Low-Mod,Metro
319,DE ,Mod-High,Metro
320,DE ,Low-Mod,Metro
321,DE ,Low-Mod,Metro
322,DC ,Mod-High,Metro
323,FL ,Low-Mod,Metro
324,FL ,Mod-High,Metro
325,FL ,Mod-High,Metro
326,FL ,High,Non-metro
327,FL ,Low-Mod,Metro
328,FL ,Mod-High,Metro
329,FL ,High,Non-metro
330,FL ,Low-Mod,Metro
331,FL ,Mod-High,Metro
332,FL ,Low-Mod,Metro
333,FL ,Low-Mod,Metro
334,FL ,High,Non-metro
335,FL ,High,Non-metro
336,FL ,High,Non-metro
337,FL ,Mod-High,Metro
338,FL ,Low-Mod,Metro
339,FL ,Low-Mod,Metro
340,FL ,High,Non-metro
341,FL ,High,Metro
342,FL ,High,Metro
343,FL ,High,Non-metro
344,FL ,Mod-High,Metro
345,FL ,High,Non-metro
346,FL ,High,Non-metro
347,FL ,High,Non-metro
348,FL ,Mod-High,Metro
349,FL ,High,Metro
350,FL ,Mod-High,Metro
351,FL ,High,Non-metro
352,FL ,Low-Mod,Metro
353,FL ,High,Non-metro
354,FL ,Mod-High,Metro
355,FL ,High,Non-metro
356,FL ,Mod-High,Metro
357,FL ,Mod-High,Metro
358,FL ,Low-Mod,Metro
359,FL ,High,Non-metro
360,FL ,High,Non-metro
361,FL ,High,Non-metro
362,FL ,Mod-High,Metro
363,FL ,High,Metro
364,FL ,Low-Mod,Metro
365,FL ,High,Metro
366,FL ,Low-Mod,Non-metro
367,FL ,Low,Metro
368,FL ,Low-Mod,Metro
369,FL ,High,Non-metro
370,FL ,Mod-High,Metro
371,FL ,High,Metro
372,FL ,Mod-High,Metro
373,FL ,Mod-High,Metro
374,FL ,Mod-High,Metro
375,FL ,High,Metro
376,FL ,High,Non-metro
377,FL ,Low-Mod,Metro
378,FL ,Low-Mod,Metro
379,FL ,Low,Metro
380,FL ,Low,Metro
381,FL ,Mod-High,Metro
382,FL ,Low,Metro
383,FL ,High,Non-metro
384,FL ,High,Non-metro
385,FL ,High,Non-metro
386,FL ,Mod-High,Metro
387,FL ,Low-Mod,Metro
388,FL ,Mod-High,Metro
389,FL ,High,Non-metro
390,GA ,High,Non-metro
391,GA ,High,Non-metro
392,GA ,High,Non-metro
393,GA ,Mod-High,Metro
394,GA ,High,Non-metro
395,GA ,Mod-High,Non-metro
396,GA ,Low-Mod,Metro
397,GA ,Mod-High,Metro
398,GA ,High,Non-metro
399,GA ,High,Non-metro
400,GA ,High,Metro
401,GA ,Mod-High,Non-metro
402,GA ,Mod-High,Metro
403,GA ,High,Metro
404,GA ,Low-Mod,Metro
405,GA ,High,Non-metro
406,GA ,High,Metro
407,GA ,High,Metro
408,GA ,High,Non-metro
409,GA ,Mod-High,Non-metro
410,GA ,High,Non-metro
411,GA ,High,Metro
412,GA ,Low,Metro
413,GA ,High,Non-metro
414,GA ,Mod-High,Metro
415,GA ,Mod-High,Metro
416,GA ,High,Non-metro
417,GA ,Low,Metro
418,GA ,High,Metro
419,GA ,High,Non-metro
420,GA ,High,Metro
421,GA ,High,Non-metro
422,GA ,Low-Mod,Metro
423,GA ,High,Non-metro
424,GA ,High,Non-metro
425,GA ,Low,Metro
426,GA ,High,Non-metro
427,GA ,Low,Metro
428,GA ,Mod-High,Metro
429,GA ,High,Non-metro
430,GA ,Mod-High,Metro
431,GA ,Low,Metro
432,GA ,High,Non-metro
433,GA ,Mod-High,Metro
434,GA ,High,Non-metro
435,GA ,High,Non-metro
436,GA ,High,Metro
437,GA ,Mod-High,Metro
438,GA ,High,Non-metro
439,GA ,Mod-High,Metro
440,GA ,Low,Metro
441,GA ,High,Non-metro
442,GA ,High,Non-metro
443,GA ,High,Non-metro
444,GA ,Low-Mod,Non-metro
445,GA ,Low,Metro
446,GA ,High,Metro
447,GA ,Low,Metro
448,GA ,High,Non-metro
449,GA ,Mod-High,Metro
450,GA ,Mod-High,Non-metro
451,GA ,Mod-High,Non-metro
452,GA ,Mod-High,Metro
453,GA ,High,Non-metro
454,GA ,High,Non-metro
455,GA ,Mod-High,Non-metro
456,GA ,Low-Mod,Metro
457,GA ,Mod-High,Non-metro
458,GA ,Mod-High,Metro
459,GA ,High,Non-metro
460,GA ,Mod-High,Metro
461,GA ,Low,Metro
462,GA ,Mod-High,Non-metro
463,GA ,Mod-High,Metro
464,GA ,Low-Mod,Metro
465,GA ,Mod-High,Metro
466,GA ,High,Non-metro
467,GA ,Low-Mod,Non-metro
468,GA ,Mod-High,Metro
469,GA ,High,Non-metro
470,GA ,High,Non-metro
471,GA ,High,Non-metro
472,GA ,High,Non-metro
473,GA ,Low-Mod,Metro
474,GA ,Low-Mod,Metro
475,GA ,High,Metro
476,GA ,High,Non-metro
477,GA ,Low-Mod,Metro
478,GA ,High,Metro
479,GA ,Mod-High,Metro
480,GA ,High,Metro
481,GA ,High,Metro
482,GA ,Low-Mod,Non-metro
483,GA ,High,Non-metro
484,GA ,Mod-High,Metro
485,GA ,High,Metro
486,GA ,High,Metro
487,GA ,Mod-High,Metro
488,GA ,High,Metro
489,GA ,High,Non-metro
490,GA ,High,Non-metro
491,GA ,Low-Mod,Metro
492,GA ,High,Non-metro
493,GA ,Low,Metro
494,GA ,Mod-High,Metro
495,GA ,High,Metro
496,GA ,Mod-High,Metro
497,GA ,Low,Metro
498,GA ,Mod-High,Metro
499,GA ,Low,Metro
500,GA ,High,Metro
501,GA ,Low-Mod,Metro
502,GA ,Mod-High,Non-metro
503,GA ,Low,Metro
504,GA ,High,Non-metro
505,GA ,High,Metro
506,GA ,Low-Mod,Non-metro
507,GA ,High,Non-metro
508,GA ,Mod-High,Non-metro
509,GA ,High,Non-metro
510,GA ,High,Metro
511,GA ,Mod-High,Metro
512,GA ,High,Non-metro
513,GA ,High,Non-metro
514,GA ,High,Non-metro
515,GA ,High,Metro
516,GA ,High,Non-metro
517,GA ,High,Non-metro
518,GA ,High,Non-metro
519,GA ,High,Non-metro
520,GA ,High,Non-metro
521,GA ,High,Non-metro
522,GA ,High,Non-metro
523,GA ,High,Non-metro
524,GA ,High,Metro
525,GA ,High,Non-metro
526,GA ,High,Non-metro
527,GA ,High,Non-metro
528,GA ,Low-Mod,Non-metro
529,GA ,High,Non-metro
530,GA ,High,Non-metro
531,GA ,High,Non-metro
532,GA ,High,Metro
533,GA ,Low-Mod,Non-metro
534,GA ,High,Non-metro
535,GA ,Mod-High,Metro
536,GA ,Low-Mod,Metro
537,GA ,High,Non-metro
538,GA ,High,Non-metro
539,GA ,High,Non-metro
540,GA ,High,Non-metro
541,GA ,High,Non-metro
542,GA ,High,Non-metro
543,GA ,Low,Non-metro
544,GA ,High,Metro
545,GA ,High,Non-metro
546,GA ,High,Non-metro
547,GA ,High,Non-metro
548,GA ,Mod-High,Metro
549,HI ,Mod-High,Non-metro
550,HI ,Low-Mod,Metro
551,HI ,Low-Mod,Metro
552,HI ,Low-Mod,Non-metro
553,HI ,Low-Mod,Metro
554,ID ,Low,Metro
555,ID ,Low-Mod,Non-metro
556,ID ,Mod-High,Metro
557,ID ,Low,Non-metro
558,ID ,Mod-High,Non-metro
559,ID ,Mod-High,Non-metro
560,ID ,Low-Mod,Non-metro
561,ID ,Low,Metro
562,ID ,Low,Non-metro
563,ID ,Low-Mod,Metro
564,ID ,Low-Mod,Non-metro
565,ID ,Low,Metro
566,ID ,Low,Non-metro
567,ID ,Mod-High,Metro
568,ID ,Low,Non-metro
569,ID ,Mod-High,Non-metro
570,ID ,High,Non-metro
571,ID ,Low-Mod,Non-metro
572,ID ,Low-Mod,Non-metro
573,ID ,Mod-High,Non-metro
574,ID ,Low,Metro
575,ID ,Mod-High,Non-metro
576,ID ,Mod-High,Metro
577,ID ,Mod-High,Non-metro
578,ID ,Mod-High,Non-metro
579,ID ,Low-Mod,Metro
580,ID ,Mod-High,Non-metro
581,ID ,Low,Metro
582,ID ,Low,Non-metro
583,ID ,Low-Mod,Non-metro
584,ID ,Mod-High,Non-metro
585,ID ,Mod-High,Non-metro
586,ID ,Low-Mod,Non-metro
587,ID ,Mod-High,Non-metro
588,ID ,Mod-High,Metro
589,ID ,Low-Mod,Non-metro
590,ID ,High,Metro
591,ID ,Mod-High,Non-metro
592,ID ,Mod-High,Non-metro
593,ID ,High,Non-metro
594,ID ,Low,Non-metro
595,ID ,Low-Mod,Non-metro
596,ID ,Low,Non-metro
597,ID ,High,Non-metro
598,IL ,Low,Non-metro
599,IL ,High,Metro
600,IL ,Low-Mod,Metro
601,IL ,Low-Mod,Metro
602,IL ,Low-Mod,Non-metro
603,IL ,Low-Mod,Non-metro
604,IL ,Low,Metro
605,IL ,Low,Non-metro
606,IL ,Mod-High,Non-metro
607,IL ,Low-Mod,Metro
608,IL ,Low,Non-metro
609,IL ,Low,Non-metro
610,IL ,Mod-High,Non-metro
611,IL ,Low,Metro
612,IL ,Low-Mod,Non-metro
613,IL ,Mod-High,Metro
614,IL ,Low-Mod,Non-metro
615,IL ,Low,Non-metro
616,IL ,Low,Metro
617,IL ,Low-Mod,Metro
618,IL ,Low-Mod,Non-metro
619,IL ,Low,Metro
620,IL ,Low-Mod,Non-metro
621,IL ,Low,Non-metro
622,IL ,Low,Non-metro
623,IL ,Mod-High,Non-metro
624,IL ,Low-Mod,Metro
625,IL ,Mod-High,Non-metro
626,IL ,Mod-High,Non-metro
627,IL ,Low-Mod,Non-metro
628,IL ,Low,Non-metro
629,IL ,Low,Metro
630,IL ,Low,Non-metro
631,IL ,Low,Non-metro
632,IL ,Mod-High,Non-metro
633,IL ,Low,Non-metro
634,IL ,Low,Metro
635,IL ,Low-Mod,Non-metro
636,IL ,Mod-High,Metro
637,IL ,Low,Non-metro
638,IL ,High,Non-metro
639,IL ,Low,Metro
640,IL ,Low,Non-metro
641,IL ,Low-Mod,Non-metro
642,IL ,Low-Mod,Metro
643,IL ,Mod-High,Metro
644,IL ,Low,Metro
645,IL ,Mod-High,Non-metro
646,IL ,Low-Mod,Metro
647,IL ,Low-Mod,Non-metro
648,IL ,High,Non-metro
649,IL ,Low-Mod,Non-metro
650,IL ,Low-Mod,Non-metro
651,IL ,Low,Non-metro
652,IL ,Mod-High,Metro
653,IL ,Low,Metro
654,IL ,Low-Mod,Metro
655,IL ,Mod-High,Non-metro
656,IL ,Low,Metro
657,IL ,Low-Mod,Non-metro
658,IL ,High,Non-metro
659,IL ,Mod-High,Non-metro
660,IL ,Low,Metro
661,IL ,Low,Metro
662,IL ,Low,Metro
663,IL ,Low,Metro
664,IL ,Low,Metro
665,IL ,Low-Mod,Non-metro
666,IL ,Mod-High,Non-metro
667,IL ,Low-Mod,Non-metro
668,IL ,Low-Mod,Non-metro
669,IL ,Mod-High,Metro
670,IL ,Mod-High,Non-metro
671,IL ,Low,Metro
672,IL ,Low-Mod,Non-metro
673,IL ,Low-Mod,Non-metro
674,IL ,Mod-High,Non-metro
675,IL ,Low,Non-metro
676,IL ,Low-Mod,Non-metro
677,IL ,Low-Mod,Non-metro
678,IL ,Mod-High,Metro
679,IL ,High,Non-metro
680,IL ,Low-Mod,Metro
681,IL ,Mod-High,Non-metro
682,IL ,Low,Non-metro
683,IL ,Low,Non-metro
684,IL ,Mod-High,Metro
685,IL ,Low,Metro
686,IL ,Low-Mod,Non-metro
687,IL ,Low,Metro
688,IL ,Mod-High,Non-metro
689,IL ,High,Metro
690,IL ,Low-Mod,Non-metro
691,IL ,Mod-High,Non-metro
692,IL ,Low,Non-metro
693,IL ,Low-Mod,Non-metro
694,IL ,Mod-High,Non-metro
695,IL ,Low-Mod,Non-metro
696,IL ,Low,Metro
697,IL ,Low-Mod,Metro
698,IL ,Mod-High,Metro
699,IL ,Low,Metro
700,IN ,Mod-High,Non-metro
701,IN ,Mod-High,Metro
702,IN ,Low-Mod,Metro
703,IN ,Low-Mod,Metro
704,IN ,Low-Mod,Non-metro
705,IN ,Low,Metro
706,IN ,Low,Metro
707,IN ,Low,Metro
708,IN ,Mod-High,Non-metro
709,IN ,Low-Mod,Metro
710,IN ,Low-Mod,Metro
711,IN ,Mod-High,Non-metro
712,IN ,Low-Mod,Non-metro
713,IN ,Mod-High,Non-metro
714,IN ,Low,Metro
715,IN ,Low,Non-metro
716,IN ,Low,Non-metro
717,IN ,Mod-High,Metro
718,IN ,Low,Non-metro
719,IN ,High,Metro
720,IN ,Mod-High,Non-metro
721,IN ,Low,Metro
722,IN ,Low,Non-metro
723,IN ,Low,Non-metro
724,IN ,Low-Mod,Non-metro
725,IN ,Low-Mod,Non-metro
726,IN ,Mod-High,Non-metro
727,IN ,Low-Mod,Non-metro
728,IN ,Low,Metro
729,IN ,Low,Metro
730,IN ,Low,Metro
731,IN ,Low,Metro
732,IN ,Low-Mod,Non-metro
733,IN ,Low-Mod,Metro
734,IN ,Low,Non-metro
735,IN ,Mod-High,Non-metro
736,IN ,Low-Mod,Metro
737,IN ,Mod-High,Non-metro
738,IN ,Low-Mod,Non-metro
739,IN ,Low-Mod,Non-metro
740,IN ,Low,Metro
741,IN ,Mod-High,Non-metro
742,IN ,Low-Mod,Non-metro
743,IN ,Low-Mod,Non-metro
744,IN ,Mod-High,Metro
745,IN ,Mod-High,Metro
746,IN ,Low-Mod,Non-metro
747,IN ,Mod-High,Metro
748,IN ,High,Metro
749,IN ,Mod-High,Non-metro
750,IN ,Low,Non-metro
751,IN ,Mod-High,Non-metro
752,IN ,Low-Mod,Metro
753,IN ,Low-Mod,Non-metro
754,IN ,Low,Metro
755,IN ,Low-Mod,Metro
756,IN ,Low-Mod,Non-metro
757,IN ,Low,Metro
758,IN ,Mod-High,Non-metro
759,IN ,Low-Mod,Metro
760,IN ,Mod-High,Non-metro
761,IN ,Low-Mod,Non-metro
762,IN ,Low,Non-metro
763,IN ,Low,Metro
764,IN ,Low,Metro
765,IN ,Low,Non-metro
766,IN ,Low-Mod,Metro
767,IN ,Low-Mod,Non-metro
768,IN ,Low-Mod,Non-metro
769,IN ,Low-Mod,Non-metro
770,IN ,Low-Mod,Metro
771,IN ,Low,Metro
772,IN ,Low,Non-metro
773,IN ,Mod-High,Metro
774,IN ,Low-Mod,Non-metro
775,IN ,Low-Mod,Non-metro
776,IN ,Mod-High,Metro
777,IN ,Mod-High,Non-metro
778,IN ,Low-Mod,Metro
779,IN ,Low,Non-metro
780,IN ,Low,Metro
781,IN ,Mod-High,Metro
782,IN ,Low-Mod,Metro
783,IN ,Mod-High,Metro
784,IN ,Low-Mod,Non-metro
785,IN ,Low,Non-metro
786,IN ,Low,Metro
787,IN ,Low-Mod,Metro
788,IN ,Mod-High,Non-metro
789,IN ,Low,Metro
790,IN ,Low,Non-metro
791,IN ,Low,Metro
792,IA ,Low,Non-metro
793,IA ,Low,Non-metro
794,IA ,Low-Mod,Non-metro
795,IA ,Low-Mod,Non-metro
796,IA ,Low,Non-metro
797,IA ,Low,Metro
798,IA ,Low-Mod,Metro
799,IA ,Low,Non-metro
800,IA ,Low,Metro
801,IA ,Low,Non-metro
802,IA ,Mod-High,Non-metro
803,IA ,Low,Non-metro
804,IA ,Low,Non-metro
805,IA ,Low,Non-metro
806,IA ,Low,Non-metro
807,IA ,Low,Non-metro
808,IA ,Low,Non-metro
809,IA ,Low,Non-metro
810,IA ,Low,Non-metro
811,IA ,Low-Mod,Non-metro
812,IA ,Low-Mod,Non-metro
813,IA ,Low,Non-metro
814,IA ,Low-Mod,Non-metro
815,IA ,High,Non-metro
816,IA ,Low,Metro
817,IA ,Low-Mod,Non-metro
818,IA ,Mod-High,Non-metro
819,IA ,Low,Non-metro
820,IA ,Low-Mod,Non-metro
821,IA ,Low,Non-metro
822,IA ,Low,Metro
823,IA ,Low-Mod,Non-metro
824,IA ,Low,Non-metro
825,IA ,Low-Mod,Non-metro
826,IA ,Low,Non-metro
827,IA ,Low,Non-metro
828,IA ,Low,Non-metro
829,IA ,Low,Metro
830,IA ,Low,Metro
831,IA ,Low,Non-metro
832,IA ,Low,Non-metro
833,IA ,Low,Non-metro
834,IA ,Low,Metro
835,IA ,Low-Mod,Non-metro
836,IA ,Low,Non-metro
837,IA ,Low,Non-metro
838,IA ,Low,Non-metro
839,IA ,Low,Non-metro
840,IA ,Low,Non-metro
841,IA ,Low-Mod,Non-metro
842,IA ,Low-Mod,Non-metro
843,IA ,Low-Mod,Metro
844,IA ,Low,Metro
845,IA ,Low,Non-metro
846,IA ,Low,Non-metro
847,IA ,Mod-High,Non-metro
848,IA ,Low,Metro
849,IA ,Low-Mod,Non-metro
850,IA ,Low-Mod,Non-metro
851,IA ,Low,Non-metro
852,IA ,Low,Metro
853,IA ,Low-Mod,Non-metro
854,IA ,Low,Non-metro
855,IA ,Mod-High,Non-metro
856,IA ,Low,Metro
857,IA ,Low,Non-metro
858,IA ,Low,Non-metro
859,IA ,Low-Mod,Non-metro
860,IA ,Mod-High,Non-metro
861,IA ,Low-Mod,Non-metro
862,IA ,Low,Non-metro
863,IA ,Low-Mod,Non-metro
864,IA ,Low-Mod,Non-metro
865,IA ,Low,Non-metro
866,IA ,Low,Metro
867,IA ,Low,Non-metro
868,IA ,Low-Mod,Metro
869,IA ,Low-Mod,Metro
870,IA ,Low,Non-metro
871,IA ,Low,Non-metro
872,IA ,Low,Non-metro
873,IA ,Low-Mod,Metro
874,IA ,Low,Non-metro
875,IA ,Low,Non-metro
876,IA ,Low,Metro
877,IA ,Low-Mod,Non-metro
878,IA ,Low-Mod,Non-metro
879,IA ,Low-Mod,Non-metro
880,IA ,Low,Non-metro
881,IA ,Mod-High,Non-metro
882,IA ,Low,Metro
883,IA ,Low,Metro
884,IA ,Low-Mod,Non-metro
885,IA ,Low-Mod,Non-metro
886,IA ,Low,Non-metro
887,IA ,Low,Non-metro
888,IA ,Mod-High,Metro
889,IA ,Low,Non-metro
890,IA ,Low-Mod,Non-metro
891,KS ,Low-Mod,Non-metro
892,KS ,Low,Non-metro
893,KS ,Low-Mod,Non-metro
894,KS ,Low-Mod,Non-metro
895,KS ,Mod-High,Non-metro
896,KS ,Mod-High,Non-metro
897,KS ,Low-Mod,Non-metro
